Name,Feild of work,Author's Pub,Adj.#,Citations,h-index,i10-index,HomePage,ORCID,Institution,Count for ins,Faculty
Kyle Jamieson,"Mobile, Networks",1,0.3,14224.0,42.0,63.0,http://www.cs.princeton.edu/~kylej/index.html,0000-0002-7940-2867,Princeton University,5.5,19
Naomi Ehrich Leonard,Ml,1,0.3,,,,,0000-0002-5328-3871,Princeton University,5.5,19
Jonathan R. Mayer,"Security, Web+ir",1,0.3,2293.0,20.0,28.0,https://jonathanmayer.org/,,Princeton University,5.5,19
Prateek Mittal,Security,1,0.2,12048.0,47.0,123.0,https://www.princeton.edu/~pmittal/,0000-0002-4057-0118,Princeton University,5.5,19
Arvind Narayanan,Security,1,0.3,23961.0,52.0,83.0,https://www.cs.princeton.edu/~arvindn/,0000-0001-7176-4479,Princeton University,5.5,19
Olga G. Troyanskaya,,1,0.3,27683.0,70.0,140.0,http://function.princeton.edu/,0000-0002-5676-5737,Princeton University,5.5,19
Hao (Richard) Zhang,Graphics,47,8.5,,,,,,Simon Fraser University,5.5,24
Xing-Dong Yang,Hci,46,8.8,2309.0,28.0,53.0,https://www.cs.dartmouth.edu/~xingdong/,,Simon Fraser University,5.5,24
Sheelagh Carpendale,Visualization,18,3.9,18188.0,74.0,223.0,https://www.sfu.ca/~sheelagh/,0000-0002-5127-9780,Simon Fraser University,5.5,24
Parmit K. Chilana,Hci,16,4.3,1755.0,20.0,31.0,http://hci.cs.sfu.ca/,,Simon Fraser University,5.5,24
Richard T. Vaughan,Robotics,13,4.3,6611.0,35.0,72.0,http://www.cs.sfu.ca/~vaughan,,Simon Fraser University,5.5,24
Xue Bin Peng,"Graphics, Robotics",11,2.5,4026.0,18.0,21.0,https://xbpeng.github.io/,0000-0002-3677-5655,Simon Fraser University,5.5,24
Ping Tan,Vision,11,2.2,11630.0,52.0,109.0,http://www.cs.sfu.ca/~pingtan/,0000-0002-4506-6973,Simon Fraser University,5.5,24
Mo Chen,Robotics,10,2.8,,,,,0000-0002-6271-0791,Simon Fraser University,5.5,24
Andrea Tagliasacchi,Vision,10,1.7,5385.0,32.0,54.0,http://taiya.github.io/,,Simon Fraser University,5.5,24
Manolis Savva,Vision,7,1.5,13278.0,39.0,49.0,https://msavva.github.io/,0000-0001-6132-8964,Simon Fraser University,5.5,24
KangKang Yin,Graphics,7,1.7,2918.0,21.0,28.0,http://www.cs.sfu.ca/~kkyin/,0000-0003-2908-7237,Simon Fraser University,5.5,24
Angel X. Chang,Vision,6,1.3,,,,,,Simon Fraser University,5.5,24
Eugene Fiume,Graphics,4,1.0,5921.0,35.0,71.0,http://www.dgp.toronto.edu/~elf/,,Simon Fraser University,5.5,24
Yagiz Aksoy,"Vision, Graphics",3,0.6,654.0,10.0,10.0,http://yaksoy.github.io/,0000-0002-1495-0491,Simon Fraser University,5.5,24
Martin Ester,"Web+ir, Ai",3,0.6,53167.0,70.0,152.0,http://www.cs.sfu.ca/~ester/,0000-0001-7732-2815,Simon Fraser University,5.5,24
Yasutaka Furukawa,Vision,3,0.7,12863.0,38.0,55.0,http://www.cs.sfu.ca/~furukawa,,Simon Fraser University,5.5,24
Hang Ma 0001,Ai,2,0.5,2328.0,23.0,28.0,https://www.cs.sfu.ca/~hangma/,0000-0002-0602-0999,Simon Fraser University,5.5,24
Leonid Chindelevitch,Comp. bio,2,0.4,4679.0,22.0,28.0,http://imperial.ac.uk/people/l.chindelevitch,0000-0002-6619-6013,Simon Fraser University,5.5,24
Mohamed Hefeeda,"Vision, Networks, Graphics",2,0.3,5937.0,33.0,101.0,http://www.cs.sfu.ca/~mhefeeda/,0000-0003-3261-4376,Simon Fraser University,5.5,24
Jiangchuan Liu,"Mobile, Hci",2,0.8,21193.0,67.0,297.0,http://www.cs.sfu.ca/~jcliu,0000-0001-6592-1984,Simon Fraser University,5.5,24
Ali Mahdavi-Amiri,"Vision, Graphics",2,0.3,566.0,12.0,18.0,https://www.sfu.ca/~amahdavi,,Simon Fraser University,5.5,24
Yuepeng Wang 0001,Pl,1,0.2,652.0,10.0,10.0,https://www.cs.sfu.ca/~yuepeng,0000-0003-3370-2431,Simon Fraser University,5.5,24
Steven Y. Ko,Mobile,1,0.2,2027.0,22.0,33.0,https://www.cs.sfu.ca/~steveyko,,Simon Fraser University,5.5,24
Arrvindh Shriraman,Arch,1,0.2,1816.0,20.0,29.0,http://www.cs.sfu.ca/~ashriram/,,Simon Fraser University,5.5,24
Bedrich Benes,Graphics,19,3.5,7252.0,41.0,101.0,https://cs.purdue.edu/homes/bbenes/,0000-0002-5293-2112,Purdue University,5.4,28
Aniket Bera,Robotics,17,4.1,2172.0,25.0,52.0,https://cs.purdue.edu/~ab/,0000-0002-0182-6985,Purdue University,5.4,28
Tianyi Zhang 0001,"Se, Hci",7,1.6,679.0,12.0,14.0,https://tianyi-zhang.github.io/,,Purdue University,5.4,28
Jianzhu Ma,"Ml, Comp. bio",7,1.8,2978.0,24.0,33.0,http://majianzhu.com/,0000-0002-8236-6609,Purdue University,5.4,28
Christos-Alexandros Psomas,Ecom,7,2.0,885.0,16.0,22.0,http://www.alexpsomas.com/,0000-0002-7709-5058,Purdue University,5.4,28
Voicu Popescu,Visualization,6,1.5,,,,,0000-0002-8767-8724,Purdue University,5.4,28
Ahmed Hussain Qureshi,Robotics,6,1.7,1221.0,17.0,20.0,http://qureshiahmed.github.io/,0000-0003-2104-2333,Purdue University,5.4,28
Ming Yin,,5,1.8,,,,,0000-0003-4961-564X,Purdue University,5.4,28
Daniel G. Aliaga,"Graphics, Vision",4,1.0,6108.0,42.0,84.0,http://www.cs.purdue.edu/homes/aliaga,0000-0001-9794-462X,Purdue University,5.4,28
Simina Brânzei,Ai,3,0.9,860.0,19.0,26.0,http://simina.info/,,Purdue University,5.4,28
Tamal K. Dey,,3,0.9,13758.0,58.0,137.0,https://www.cs.purdue.edu/homes/tamaldey/,0000-0001-5160-9738,Purdue University,5.4,28
Xavier Tricoche,Visualization,3,1.2,3553.0,31.0,58.0,http://www.cs.purdue.edu/homes/xmt,,Purdue University,5.4,28
Dongyan Xu,Security,3,0.6,12534.0,61.0,141.0,http://www.cs.purdue.edu/homes/dxu/,,Purdue University,5.4,28
He Wang 0008,Mobile,2,0.7,,,,,0000-0003-2987-8362,Purdue University,5.4,28
Daisuke Kihara,Comp. bio,2,0.7,9210.0,49.0,154.0,http://kiharalab.org/,0000-0003-4091-6614,Purdue University,5.4,28
Yexiang Xue,Ai,2,0.2,,,,,,Purdue University,5.4,28
Chunyi Peng 0001,Mobile,1,0.1,5870.0,32.0,64.0,https://www.cs.purdue.edu/homes/chunyi/,0000-0003-2945-4981,Purdue University,5.4,28
Xiangyu Zhang 0001,"Se, Security",1,0.1,,,,,,Purdue University,5.4,28
Saugata Basu,,1,0.2,,,,,0000-0002-2441-0915,Purdue University,5.4,28
Jeremiah Blocki,"Crypto, Security",1,0.3,1956.0,23.0,36.0,https://www.cs.purdue.edu/homes/jblocki/,0000-0002-5542-4674,Purdue University,5.4,28
Z. Berkay Celik,Security,1,0.2,8497.0,19.0,22.0,https://beerkay.github.io/,0000-0001-7362-8905,Purdue University,5.4,28
Petros Drineas,Ml,1,0.2,12919.0,52.0,103.0,https://www.cs.purdue.edu/homes/pdrineas/,0000-0003-1994-8670,Purdue University,5.4,28
Dan Goldwasser,Nlp,1,0.2,2453.0,25.0,45.0,https://www.cs.purdue.edu/homes/dgoldwas/,0000-0001-9326-8601,Purdue University,5.4,28
Ananth Grama,"Ai, Web+ir",1,0.5,,,,,0000-0002-9378-9244,Purdue University,5.4,28
Kihong Park,,1,0.3,6778.0,36.0,83.0,http://atml.gist.ac.kr/,0000-0003-3754-2711,Purdue University,5.4,28
Jeffrey Mark Siskind,Vision,1,0.3,7341.0,35.0,70.0,http://engineering.purdue.edu/~qobi,0000-0002-0105-6503,Purdue University,5.4,28
Raymond A. Yeh,"Vision, Ml",1,0.3,2742.0,13.0,16.0,http://raymond-yeh.com/,,Purdue University,5.4,28
Yongle Zhang,Os,1,0.3,488.0,6.0,5.0,http://yonglezh.com/,0000-0001-5350-5182,Purdue University,5.4,28
Daniele Panozzo,Graphics,42,8.4,5142.0,38.0,72.0,http://cs.nyu.edu/~panozzo/,0000-0003-1183-2454,New York University,5.3,21
Denis Zorin,Graphics,31,9.1,,,,,,New York University,5.3,21
Cláudio T. Silva,Visualization,22,4.5,23978.0,73.0,265.0,https://ctsilva.github.io/,0000-0003-2452-2295,New York University,5.3,21
Chen Feng 0002,"Vision, Robotics",11,2.4,4224.0,29.0,51.0,http://ai4ce.github.io/,0000-0003-3211-1576,New York University,5.3,21
Lerrel Pinto,"Ml, Robotics",11,3.4,4372.0,27.0,36.0,https://www.lerrelpinto.com/,,New York University,5.3,21
Oded Nov,Hci,9,1.9,8796.0,44.0,87.0,http://engineering.nyu.edu/people/oded-nov,0000-0001-6410-2995,New York University,5.3,21
Benjamin Goldberg,Robotics,8,1.6,85.0,5.0,5.0,http://metabenny.com/,0000-0002-9688-5303,New York University,5.3,21
Qi Sun,"Graphics, Eda",8,1.5,813.0,12.0,14.0,http://qisun.me/,0000-0003-1418-4317,New York University,5.3,21
Ken Perlin,Hci,6,1.7,,,,,0000-0003-0701-4379,New York University,5.3,21
Richard Cole 0001,"Ecom, Theory",5,2.0,,,,,0000-0002-5885-0222,New York University,5.3,21
Juliana Freire,,4,0.8,17464.0,65.0,185.0,https://vgc.engineering.nyu.edu/~juliana/,0000-0003-3915-7075,New York University,5.3,21
Mengye Ren,"Ml, Vision",3,0.5,5056.0,21.0,28.0,http://www.cs.toronto.edu/~mren,,New York University,5.3,21
Nasir D. Memon,"Ml, Security, Hci",2,0.5,27628.0,85.0,263.0,http://isis.poly.edu/memon,0000-0002-0103-9762,New York University,5.3,21
Andrew Nealen,Graphics,2,0.5,5264.0,29.0,55.0,http://www.nealen.net/,,New York University,5.3,21
Joseph Bonneau,Security,1,0.2,12845.0,42.0,62.0,http://www.jbonneau.com/,,New York University,5.3,21
Richard Bonneau,,1,0.1,29639.0,80.0,203.0,https://www.simonsfoundation.org/flatiron-institute/simons-center-for-data-analysis/ccb-systems-biology/,0000-0003-4354-7906,New York University,5.3,21
Siddharth Garg,Eda,1,0.3,5317.0,33.0,80.0,http://wp.nyu.edu/ensure_group,0000-0002-6158-9512,New York University,5.3,21
Rachel Greenstadt,Security,1,0.3,,,,,,New York University,5.3,21
Dennis E. Shasha,"Db, Pl",1,0.2,,,,,0000-0002-7036-3312,New York University,5.3,21
Lakshminarayanan Subramanian,"Nlp, Web+ir",1,0.3,9114.0,41.0,90.0,http://www.cs.nyu.edu/~lakshmi,,New York University,5.3,21
Daniel Vogel 0001,Hci,44,13.6,5271.0,31.0,73.0,http://www.nonsequitoria.com/,0000-0001-7620-0541,University of Waterloo,5.3,19
Edward Lank,Hci,20,6.1,2916.0,27.0,69.0,https://cs.uwaterloo.ca/~lank/,,University of Waterloo,5.3,19
Jian Zhao 0010,Visualization,19,4.3,1804.0,22.0,36.0,https://www.jeffjianzhao.com/,0000-0001-5008-4319,University of Waterloo,5.3,19
Christopher Batty,Graphics,17,5.1,1640.0,19.0,24.0,http://cs.uwaterloo.ca/~c2batty,0000-0003-3830-7772,University of Waterloo,5.3,19
Toshiya Hachisuka,Graphics,14,3.2,2145.0,21.0,29.0,https://cs.uwaterloo.ca/~thachisu/,0000-0003-0284-3776,University of Waterloo,5.3,19
Edith Law,Hci,9,2.0,2905.0,24.0,46.0,https://edithlaw.ca/,,University of Waterloo,5.3,19
Katja D. Mombaur,Robotics,7,3.0,3732.0,28.0,77.0,http://www.orb.uni-hd.de/,0000-0003-1353-0943,University of Waterloo,5.3,19
James R. Wallace,Hci,6,1.8,,,,,,University of Waterloo,5.3,19
Chaitanya Swamy,Theory,3,1.3,,,,,0000-0003-1108-7941,University of Waterloo,5.3,19
Ming Li 0001,Comp. bio,2,0.5,,,,,0000-0002-2157-2775,University of Waterloo,5.3,19
Kate Larson,Ai,2,0.7,,,,,,University of Waterloo,5.3,19
Ali Ghodsi 0001,Nlp,1,0.2,7558.0,45.0,116.0,https://uwaterloo.ca/data-analytics/,0000-0003-1866-246X,University of Waterloo,5.3,19
N. Asokan,,1,0.1,19143.0,70.0,192.0,https://asokan.org/asokan/,0000-0002-5093-9871,University of Waterloo,5.3,19
Daniel M. Berry,,1,0.3,,,,,0000-0002-6817-9081,University of Waterloo,5.3,19
Urs Hengartner,Mobile,1,0.3,4071.0,36.0,61.0,http://cs.uwaterloo.ca/~uhengart,0000-0001-8052-2033,University of Waterloo,5.3,19
Jesse Hoey,"Ai, Nlp",1,0.3,8819.0,47.0,105.0,http://www.cs.uwaterloo.ca/~jhoey,0000-0001-5340-2204,University of Waterloo,5.3,19
Yang Young Lu,Ml,1,0.2,1045.0,10.0,10.0,https://batmen-lab.github.io/,0000-0003-1686-5917,University of Waterloo,5.3,19
Derek Rayside,,1,0.2,1658.0,23.0,39.0,https://ece.uwaterloo.ca/~drayside/,,University of Waterloo,5.3,19
Semih Salihoglu,Db,1,0.3,2103.0,19.0,25.0,https://cs.uwaterloo.ca/~ssalihog/,,University of Waterloo,5.3,19
Lap-Fai Yu,"Graphics, Visualization",28,5.9,1982.0,20.0,39.0,https://cs.gmu.edu/~craigyu,0000-0002-2656-5654,George Mason University,5.1,19
Jyh-Ming Lien,Robotics,12,4.3,3633.0,31.0,65.0,http://cs.gmu.edu/~jmlien/,0000-0002-0840-6131,George Mason University,5.1,19
Xuesu Xiao,Robotics,12,3.0,780.0,16.0,32.0,https://cs.gmu.edu/~xiao/,0000-0001-5151-2186,George Mason University,5.1,19
Jana Kosecka,Robotics,11,3.9,11686.0,49.0,103.0,http://www.cs.gmu.edu/~kosecka,,George Mason University,5.1,19
Yotam I. Gingold,Graphics,10,2.5,1366.0,20.0,30.0,https://cs.gmu.edu/~ygingold/,0000-0002-5381-2104,George Mason University,5.1,19
Fang-Yi Yu,"Ecom, Ai",8,3.0,120.0,6.0,4.0,http://www-personal.umich.edu/~fayu/index.html,0000-0002-3697-8807,George Mason University,5.1,19
Sungsoo (Ray) Hong,Hci,7,1.4,711.0,15.0,19.0,http://rayhong.net/,,George Mason University,5.1,19
Shuochao Yao,Hci,7,0.9,2512.0,25.0,47.0,https://yscacaca.github.io/,0000-0002-4070-6345,George Mason University,5.1,19
Sanmay Das,Ai,6,1.5,2612.0,24.0,47.0,http://www.cs.gmu.edu/~sanmay,,George Mason University,5.1,19
Erion Plaku,Robotics,5,2.8,2485.0,22.0,45.0,http://robotmotionplanning.org/,0000-0001-5605-4575,George Mason University,5.1,19
Thomas D. LaToza,"Se, Hci",3,0.8,2897.0,22.0,31.0,https://cs.gmu.edu/~tlatoza/,0000-0002-9564-3337,George Mason University,5.1,19
Gregory J. Stein,Robotics,3,0.9,626.0,11.0,12.0,https://cs.gmu.edu/~gjstein/,,George Mason University,5.1,19
Bo Han 0001,"Web+ir, Mobile",2,0.5,6118.0,32.0,64.0,https://cs.gmu.edu/~bohan/,,George Mason University,5.1,19
Huzefa Rangwala,Ai,2,0.7,5226.0,35.0,91.0,http://www.cs.gmu.edu/~hrangwal,0000-0003-0435-0035,George Mason University,5.1,19
Qiang Zeng 0001,"Mobile, Security",1,0.1,,,,,,George Mason University,5.1,19
Xiaonan Guo,,1,0.2,860.0,13.0,16.0,https://mason.gmu.edu/~xguo8/,0000-0002-5001-5636,George Mason University,5.1,19
Lannan Luo,Mobile,1,0.1,844.0,13.0,15.0,https://lannan.github.io/,0000-0003-2476-7831,George Mason University,5.1,19
Parth H. Pathak,Mobile,1,0.2,3716.0,19.0,37.0,http://www.phpathak.com/,,George Mason University,5.1,19
Xiaokuan Zhang,Security,1,0.1,845.0,10.0,10.0,http://mainarke.github.io/,0000-0002-4646-7146,George Mason University,5.1,19
Stefanie Tellex,Robotics,34,7.8,5972.0,39.0,77.0,http://h2.cs.brown.edu/,0000-0002-2905-4075,Brown University,5.0,18
George Dimitri Konidaris,Robotics,28,7.7,6525.0,43.0,77.0,http://cs.brown.edu/people/gdk,0000-0002-4460-2519,Brown University,5.0,18
Nora Ayanian,Robotics,15,4.6,2277.0,26.0,40.0,http://www-bcf.usc.edu/~ayanian/,0000-0002-8394-6912,Brown University,5.0,18
Jeff Huang 0002,Hci,14,2.5,3766.0,29.0,43.0,https://jeffhuang.com/,,Brown University,5.0,18
Daniel Ritchie,"Vision, Graphics",9,1.8,2297.0,20.0,24.0,http://dritchie.github.io/,0000-0002-8253-0069,Brown University,5.0,18
David H. Laidlaw,Visualization,7,2.0,,,,,0000-0002-3411-7376,Brown University,5.0,18
Yu Cheng 0002,"Ml, Ai, Ecom",5,1.4,594.0,14.0,17.0,http://cs.brown.edu/people/ycheng79/,0000-0002-0019-2570,Brown University,5.0,18
Michael L. Littman,,5,0.8,,,,,,Brown University,5.0,18
Srinath Sridhar 0002,Vision,4,0.8,3824.0,18.0,21.0,http://srinathsridhar.com/,0000-0003-4663-3324,Brown University,5.0,18
Sorin Istrail,Comp. bio,4,1.3,,,,,,Brown University,5.0,18
Ellie Pavlick,Nlp,4,0.8,5060.0,27.0,47.0,https://cs.brown.edu/people/epavlick/,,Brown University,5.0,18
Amy Greenwald,"Ml, Ecom",2,0.6,4235.0,32.0,63.0,https://cs.brown.edu/people/faculty/amy.html,,Brown University,5.0,18
John F. Hughes,,1,0.1,25699.0,50.0,86.0,http://cs.brown.edu/~jhughes/,,Brown University,5.0,18
Vasileios P. Kemerlis,Security,1,0.2,3270.0,28.0,41.0,https://cs.brown.edu/~vpk,,Brown University,5.0,18
Ritambhara Singh,,1,0.3,2259.0,15.0,17.0,https://ritambharasingh.com/,0000-0002-7523-160X,Brown University,5.0,18
Gabriel Taubin,Vision,1,0.3,20147.0,52.0,125.0,http://taubin.org/,0000-0002-1983-7607,Brown University,5.0,18
Eli Upfal,,1,0.3,19011.0,60.0,139.0,http://cs.brown.edu/~eli,0000-0002-9321-9460,Brown University,5.0,18
Jason M. O'Kane,Robotics,41,15.3,1818.0,21.0,42.0,http://jokane.net/,0000-0002-1536-4822,Texas A&M University,5.0,22
Dylan A. Shell,Robotics,36,14.9,2203.0,23.0,53.0,http://robotics.cse.tamu.edu/dshell/,0000-0001-5850-5376,Texas A&M University,5.0,22
Dezhen Song,Robotics,26,7.2,3124.0,27.0,78.0,http://faculty.cs.tamu.edu/dzsong,0000-0002-2944-5754,Texas A&M University,5.0,22
Jeeeun Kim,Hci,13,4.3,681.0,16.0,21.0,http://www.jeeeunkim.com/,0000-0002-8915-481X,Texas A&M University,5.0,22
Jinxiang Chai,Graphics,12,3.3,7481.0,40.0,50.0,http://faculty.cs.tamu.edu/jchai,,Texas A&M University,5.0,22
Nima Khademi Kalantari,Graphics,11,3.1,3095.0,22.0,31.0,http://nkhademi.com/,0000-0002-2588-9219,Texas A&M University,5.0,22
Shinjiro Sueda,Graphics,10,2.0,1605.0,18.0,20.0,http://faculty.cs.tamu.edu/sueda/,0000-0003-4656-498X,Texas A&M University,5.0,22
Eric D. Ragan,"Visualization, Hci",9,2.5,3334.0,28.0,57.0,https://www.cise.ufl.edu/~eragan/,0000-0002-7192-3457,Texas A&M University,5.0,22
Scott Schaefer,Graphics,5,2.0,6358.0,36.0,60.0,http://faculty.cs.tamu.edu/schaefer,0000-0002-0988-1452,Texas A&M University,5.0,22
Robin R. Murphy,,3,1.0,19775.0,65.0,215.0,http://faculty.cse.tamu.edu/murphy/,0000-0003-0774-4312,Texas A&M University,5.0,22
Francis K. H. Quek,Hci,3,0.6,11673.0,39.0,127.0,http://teilab.tamu.edu/quek,,Texas A&M University,5.0,22
Timothy A. Davis 0001,,2,0.6,13692.0,57.0,121.0,http://www.astro.cardiff.ac.uk/pub/Tim.Davis/,0000-0001-7614-6899,Texas A&M University,5.0,22
Ricardo Gutierrez-Osuna,Hci,2,0.2,9191.0,41.0,134.0,http://psi.cse.tamu.edu/people/ricardo-gutierrez-osuna/,0000-0003-2817-2085,Texas A&M University,5.0,22
Tracy Anne Hammond,"Ai, Hci",2,0.5,,,,,0000-0001-7272-0507,Texas A&M University,5.0,22
Catherine C. Marshall,"Web+ir, Hci",2,1.0,10489.0,57.0,114.0,http://www.csdl.tamu.edu/~marshall,,Texas A&M University,5.0,22
Jianer Chen,,1,0.1,9493.0,50.0,162.0,http://faculty.cse.tamu.edu/chen,0000-0003-0898-1643,Texas A&M University,5.0,22
Daniel W. Goldberg,,1,0.3,,,,,0000-0001-9304-7139,Texas A&M University,5.0,22
Frank M. Shipman III,,1,0.5,,,,,,Texas A&M University,5.0,22
John Keyser,,1,0.5,3703.0,30.0,57.0,http://faculty.cse.tamu.edu/keyser,0000-0002-4829-9975,Texas A&M University,5.0,22
Alan Kuhnle,Ml,1,0.2,546.0,13.0,16.0,https://www.alankuhnle.com/,0000-0001-6506-1902,Texas A&M University,5.0,22
Hye-Chung Kum,,1,0.3,,,,,,Texas A&M University,5.0,22
Guni Sharon,Ai,1,0.3,2936.0,22.0,28.0,http://faculty.cse.tamu.edu/guni/,0000-0001-9306-369X,Texas A&M University,5.0,22
Kostas E. Bekris,Robotics,37,11.4,7212.0,40.0,109.0,https://robotics.cs.rutgers.edu/pracsys/members/kostas-bekris/,0000-0002-0675-3324,Rutgers University,4.9,23
Desheng Zhang,Hci,32,5.9,2047.0,27.0,48.0,http://www.cs.rutgers.edu/~dz220/,0000-0001-9307-8736,Rutgers University,4.9,23
Jingjin Yu,Robotics,29,10.6,2472.0,26.0,45.0,https://arc-l.github.io/,0000-0003-4112-2250,Rutgers University,4.9,23
Abdeslam Boularias,Robotics,19,6.1,1597.0,22.0,34.0,http://rl.cs.rutgers.edu/,0000-0002-5587-4560,Rutgers University,4.9,23
Mridul Aanjaneya,Graphics,13,3.2,841.0,14.0,18.0,https://orionquest.github.io/,0000-0002-5286-8173,Rutgers University,4.9,23
David M. Pennock,"Ai, Ecom",7,1.9,18044.0,53.0,128.0,http://dpennock.com/,,Rutgers University,4.9,23
Jie Gao 0001,"Ecom, Ai",5,1.3,8185.0,43.0,97.0,https://sites.rutgers.edu/jie-gao/,0000-0001-5083-6082,Rutgers University,4.9,23
Vivek K. Singh 0001,Hci,5,2.2,3015.0,30.0,56.0,https://wp.comminfo.rutgers.edu/vsingh/,0000-0002-8194-2336,Rutgers University,4.9,23
Sepehr Assadi,Theory,4,1.9,1427.0,22.0,36.0,https://sepehr.assadi.info/,,Rutgers University,4.9,23
Sheng Wei 0001,"Eda, Visualization",3,1.0,,,,,0000-0002-6620-1863,Rutgers University,4.9,23
Mubbasir Kapadia,"Vision, Ai",3,0.8,3916.0,33.0,93.0,https://ivi.cs.rutgers.edu/,0000-0002-3501-0028,Rutgers University,4.9,23
Sunyoung Kim,Hci,3,1.2,,,,,0000-0002-0680-7345,Rutgers University,4.9,23
Kostis P. Michmizos 0001,Robotics,2,0.7,,,,,0000-0002-2584-7940,Rutgers University,4.9,23
Hao Wang 0014,"Ml, Ai, Vision",2,0.4,10380.0,20.0,32.0,http://www.wanghao.in/,,Rutgers University,4.9,23
Marco Gruteser,Mobile,2,0.8,22215.0,60.0,164.0,http://www.winlab.rutgers.edu/~gruteser/,,Rutgers University,4.9,23
